咖啡廳名稱,敘述,評價,地址,GoogleMaps,封面,圖片1,圖片2
老木咖啡,免費wifi · 提供插座 · 和善親人,4.2,"1, No. 237號, Danan Rd, Shilin District, Taipei City, 111","https://www.google.com.tw/maps/place/%E8%80%81%E6%9C%A8%E5%92%96%E5%95%A1/@25.0882876,121.4549043,13z/data=!4m10!1m2!2m1!1z6ICB5pyo5ZKW5ZWh!3m6!1s0x3442aeb0c76fb7e5:0x6744117733e67d5f!8m2!3d25.0883393!4d121.5207906!15sCgzogIHmnKjlkpbllaFaDyIN6ICB5pyoIOWSluWVoZIBBGNhZmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUnhjSFoxZERKUlJSQULgAQA!16s%2Fg%2F11b76v99l1",https://lh5.googleusercontent.com/p/AF1QipPq2fVAfT14B9Cc9Hf7P5zCFLFA1LiLsTFV9pLD=w203-h253-k-no,https://lh5.googleusercontent.com/p/AF1QipNrugNp0cISeu4NhiN4EroQ_yHl3h1S1vrasvD0=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOhfYuvl5vXVYsRt9jEw5EgMBOj8J4ap3EdCvpX=w203-h253-k-no
二五街角咖啡輕食館,,4.6,"235, New Taipei City, Zhonghe District, Jiankang Rd, 130號4號樓之三","https://www.google.com.tw/maps/place/BEMO+Caf%C3%A9/@25.0000826,121.4231098,13z/data=!3m1!5s0x346802806d5149ab:0x9a8458abb183bf99!4m9!1m2!2m1!1z5LqM5LqU6KGX6KeS5ZKW5ZWh6LyV6aOf6aSo!3m5!1s0x3468038b5fed7309:0xde30d50993d19e33!8m2!3d25.0000826!4d121.4890278!16s%2Fg%2F11qntswsnf",https://lh5.googleusercontent.com/p/AF1QipNVWcBw8ovf3pK2lQgoQYa7IyQSLdmYDaMChzA=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipN3_IiByr_4Fc2r4VH9ysim0hOeTcTwSARb7eyI=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNzGPwtQlx13v34V-AAkYl65wahJ_BsCeFSmd8B=w203-h270-k-no
靈感咖啡,免費wifi · 單品咖啡 · 提供插座,4.4,"No. 84-6, Section 3, Xinsheng S Rd, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/%E9%9D%88%E6%84%9F%E5%92%96%E5%95%A1+Vegan+Coffee+Shop/@25.0188823,121.5312304,17z/data=!3m2!4b1!5s0x3442a9897296b0ad:0xd0943bae228c8b36!4m5!3m4!1s0x3442a98972498689:0x39dfe5609d0e8ea0!8m2!3d25.0188775!4d121.5334191",https://lh5.googleusercontent.com/p/AF1QipPCwhvbuhmPLaQuFiURrkYhkhhKL4wEFq8jkPAG=w203-h134-k-no,https://lh5.googleusercontent.com/p/AF1QipP4tK_gkAejrJqj5N0sQ6FObyq7gDpGnI8Ipsz5=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipPZb-lwN8Ot2Bh2XBgp2LpUef248wAr6SFGJo8K=w203-h152-k-no
聞山咖啡 台大店,免費wifi · 單品咖啡 · 提供插座,4.4,"No. 11-1號, Lane 56, Section 3, Xinsheng S Rd, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/%E8%81%9E%E5%B1%B1%E5%92%96%E5%95%A1+%E8%87%BA%E5%A4%A7%E5%BA%97/@25.0204845,121.5313156,17z/data=!3m1!4b1!4m5!3m4!1s0x3442a988fd3028b3:0x962305a12836e4f4!8m2!3d25.0204797!4d121.5335043",https://lh5.googleusercontent.com/p/AF1QipOFicn-oSZT9TjHLV_fZcCFt-hAV_Oo2OhnjMqR=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOO8HhPb54TVcUVVkKJyY-Tk7A6kaXuppIzQYEX=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOH7ZzdqVHfTEiIKgNuSs2y6Kj8RQzx84WqeIrX=w203-h135-k-no
水牛書店,免費wifi · 單品咖啡 · 環境舒適,4.4,"No. 224號 1, Rui'an St, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/Buffalo+Bookstore+Taipei/@25.0275019,121.5377883,17z/data=!3m1!4b1!4m5!3m4!1s0x3442aa2bcd69c861:0x3997c32886e9ea21!8m2!3d25.0274971!4d121.539977",https://lh5.googleusercontent.com/p/AF1QipPWPWHxB5kVoltaVp5T2y-L6u3lFYUcCKh5BoUv=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipPPmxGXPmsb5Vqg8ucRrWvPIRNkas-PEZ-vXu1p=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNpfi4lnehBpjfrnU0tBoC9nI2S9SaHYMTQaLpZ=w203-h270-k-no
貓圖咖啡 CAT.jpg,免費wifi · 提供插座 · 環境舒適,4.4,"No. 154, Chaozhou St, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/CAT.jpg+cafe/@25.0195055,121.5475149,15z/data=!4m5!3m4!1s0x3442a985cbbb2e59:0xca173f8b2e761d75!8m2!3d25.0283734!4d121.5289668",https://lh5.googleusercontent.com/p/AF1QipPcj7Stv2hTiOiDasO2ZgnqNS-87Z4n-OJfeCk0=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOTNxi_ZyyfV1DNdGIps8pWsNBbK61zNEKZow4r=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNW56ohv22Xkvai4dA4l3HxKGihLmf5Gh6RW3rs=w203-h113-k-no
BOOM coffee roasters,提供插座 · 環境舒適 · 適合工作,4.1,"No. 16號, Lane 200, Section 2, Dunhua S Rd, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/BOOM+coffee+roasters/@25.0227938,121.5449637,17z/data=!3m2!4b1!5s0x3442aa2e33d0642f:0x3794d7d8ef8f3e5e!4m5!3m4!1s0x3442aa2e31d18339:0xde49131ae75a2f4e!8m2!3d25.022789!4d121.5475386",https://lh5.googleusercontent.com/p/AF1QipMqXa9z-_3oLxBC3IbnK2jUqaWWWov6wXIhMmSo=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOyA-uOH4Hqbl3aCVKz4oE8czDAw3gTGQ1yqira=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOM0R_MOSmLZq34HXDiyNUmkyOIZLdHz5j_Qurc=w203-h114-k-no
小路上。Dear Deer,,4.3,"No. 7號, Lane 77, Section 2, Luosifu Rd, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/To+Dear+Alternative+Art+Gallery/@25.0261437,121.5222527,17z/data=!3m2!4b1!5s0x3442a99abea7eb93:0x5b413832c3fa02f9!4m5!3m4!1s0x3442a99abc1d9cbd:0xd51a0b27fdff2f2f!8m2!3d25.0261389!4d121.5244414",https://lh5.googleusercontent.com/p/AF1QipOz4Vi0CtG2EUMBdpurvr0tGL7sKuO7iBzRDGRo=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOPfB_QeG8Xn7WI128lXehoXr03A40Sucbh2dQw=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNmDy1zZs8PiiS_wuTQZv8Olo0iFnu97B86TeVl=w203-h135-k-no
Angle,環境舒適 · 巷弄咖啡館 · 採光好,4.4,"No. 206, Rui'an St, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/Angle+Cafe'/@25.0281559,121.474756,13z/data=!4m10!1m2!2m1!1sAngle!3m6!1s0x3442aa2bb82dc639:0x86bb0f2c740a2252!8m2!3d25.0281065!4d121.540673!15sCgVBbmdsZVoHIgVhbmdsZZIBC2NvZmZlZV9zaG9w4AEA!16s%2Fg%2F11gz7hy9n",https://lh5.googleusercontent.com/p/AF1QipMDzVM19JM3ercjCqPO4xXaDxQdifjZbGg4R9_M=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMFf9UtsVqj1cJNzZ_DQNuvMpZDmfUl39EXckTC=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipN3uWskk2oc9Hc4Q5L_mSfT9qJwaAbNFXClDszz=w203-h270-k-no
2730 café 貳柒參零咖啡,單品咖啡 · 巷弄咖啡館 · 音樂放鬆,4.6,"No. 288, Yanji St, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/2730caf%C3%A9/@25.0336053,121.5548741,17z/data=!3m1!4b1!4m5!3m4!1s0x3442abc981cf2a93:0x4d39e2d50d65647b!8m2!3d25.0335713!4d121.5570153",https://lh5.googleusercontent.com/p/AF1QipNiGd3O3WLv27nVRqRzcPlpa35whDPNvNqeYt0t=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipN5M9ujFwa0UJLaKMPqJbDlWBKsW5sbOeFQmyGu=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipPF1c9BpoUgZhX8TlUKU2rstTG5OTW9I4cWYlUP=w203-h135-k-no
2J Cafe,和善親人 · 不限時間 · 獨特風格,4.1,"No. 9, Lane 79, Section 2, Jianguo S Rd, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/2J+CAFE/@25.0195055,121.5475149,15z/data=!4m5!3m4!1s0x3442aa2a94d2c451:0x7c519efe7a9e02c6!8m2!3d25.030964!4d121.538371",https://lh5.googleusercontent.com/p/AF1QipMxdnvujqSM0Fa6vxLnSTnmNtbI48r3cRuvwHWA=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMmuBzN2ZCHZ946DTLevUgqSdmUfJpae0wygfD6=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipN9RairV-UtL63BBJiJi-aCsNNsslX8nmTP81Ga=w203-h152-k-no
James House,環境舒適 · 巷弄咖啡館 · 近公車站,4.2,"106, Taipei City, Da’an District, Alley 29, Lane 127, Section 1, Anhe Rd, 1號一樓","https://www.google.com.tw/maps/place/James+House+(coffee)/@25.035112,121.5517482,17z/data=!3m1!4b1!4m5!3m4!1s0x3442abcea3c04e3d:0xce3af5219778ae4!8m2!3d25.0351072!4d121.5539369",https://lh5.googleusercontent.com/p/AF1QipOVtspGZPiTDoqPIkA6GgGdiUWV-4oEOeSPC4tV=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipMUwa2dpNZlkWOpwYValygAn0rFTt95E_LWYL2n=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipMLQZXFpApSIHY5O7Rm2jY21N9xkUbKB7QWPlGb=w203-h270-k-no
Picnic 野餐咖啡,免費wifi · 提供插座 · 文青,4.1,"No. 75號, Wenzhou St, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/picnic+caf%C3%A9/@25.02036,121.5308771,17z/data=!3m1!4b1!4m5!3m4!1s0x3442a988e18c15f5:0x8dfa76855bd30b8e!8m2!3d25.0203552!4d121.5330658",https://lh5.googleusercontent.com/p/AF1QipMRA2nuFSMmoxEcGDnTxZFpLjzVkbDWg18iaOeN=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipPcCfMhqlzgtOihwR7HCMToUoVF2fC_JIH_hcaA=w203-h304-k-no,https://lh5.googleusercontent.com/p/AF1QipMmhhcSO4DOhh8EcqsndDOpjaTyGGj7KJ4TZj7U=w203-h152-k-no
咖啡黑潮 Cafe Kuroshio,免費wifi · 提供插座 · 和善親人,4.1,"No. 9-1, Lane 141, Section 1, Heping E Rd, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/Cafe+Kuroshio/@25.0278521,121.5280379,17z/data=!3m1!4b1!4m5!3m4!1s0x3442a9841837568d:0xf8f97e1d65f1d5bb!8m2!3d25.0278473!4d121.5306128",https://lh5.googleusercontent.com/p/AF1QipP3Q9mGHy_z_M7BeQtzm3PrampqJpnHF-sC528p=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipPLudDEJ4WfSJnjG3eCcXjgGsbGEQkMYaOPu9p3=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipNuFA8_Wml6eO7gKdgEO2CQcHQVEyvJ32dr5mwF=w203-h270-k-no
點亮咖啡 The Lightened,免費wifi · 單品咖啡 · 提供插座,4.4,"106, Taipei City, Da’an District, Alley 17, Lane 96, Section 2, Heping E Rd, 6號1樓","https://www.google.com.tw/maps/place/%E9%BB%9E%E4%BA%AE%E5%92%96%E5%95%A1/@25.0230261,121.5392351,17z/data=!3m1!4b1!4m5!3m4!1s0x3442a98937df602b:0x1f960c2ff8973af!8m2!3d25.0230213!4d121.5414238",https://lh5.googleusercontent.com/p/AF1QipPCqU2s_aFZQX6ManTM0Tkeq7s71TmBe78qxNeC=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOaatt4EiMnWsQyQenOQsFV2KouY0VuFaSKJ26i=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipOG_mK7kLtk35KVrpRvHzuDpK3Q601LKv8ih2w=w203-h135-k-no
好物Spirit咖啡,免費wifi · 單品咖啡 · 提供插座,4.1,"No. 17號, Lane 189, Section 2, Anhe Rd, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/%E5%A5%BD%E7%89%A9+Spirit+%E5%92%96%E5%95%A1/@25.0269635,121.5486478,17z/data=!3m2!4b1!5s0x3442a964a6ea82d3:0xc59c97922369d489!4m5!3m4!1s0x3442aa32f8ad755f:0x1e3f92f01c7c5897!8m2!3d25.0269587!4d121.5508365",https://lh5.googleusercontent.com/p/AF1QipP6rOZuS8VsUZ4Ek5szwvih8pp-kCDgtYT6xGQM=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipNLuaWgKJXy1FkWDi0BBv_LXjNkz0HJ1mXGhd8I=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNVddjNW5e9KfHl0hjMbX-1M1Yd-G4LIKbHMM1F=w203-h253-k-no
伴鹿咖啡DeerFriend Café,單品咖啡 · 手沖 · 採光好,4.2,"4, No. 203號, Section 2, Dunhua S Rd, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/%E4%BC%B4%E9%B9%BF%E5%92%96%E5%95%A1Deerfriend+Caf%C3%A9/@25.0195055,121.5475149,15z/data=!3m1!5s0x3442aa326c1d6b1f:0x153f16b22edb4abe!4m5!3m4!1s0x3442abbb8059e327:0xca6c6f093ddf5639!8m2!3d25.0263019!4d121.5493621",https://lh5.googleusercontent.com/p/AF1QipPjZsFpyhR33kJ3ndeQiZqpMcqWa7WjG_Fo5280=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOTa0pnjkP2XynY2jU9_8nbAZoc97UNQL3mNpT7=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipMTYLldrXT-V0K62bk-aydLpD25HxlM73TLl-uG=w203-h270-k-no
貳月咖啡,音樂放鬆 · 有狗狗,4.1,"No. 13-1, Qingtian St, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/%E8%B2%B3%E6%9C%88%E5%92%96%E5%95%A1/@25.0269222,121.5299387,17z/data=!3m1!4b1!4m5!3m4!1s0x3442a98690c5bc8f:0x9310e1c72d56d051!8m2!3d25.026909!4d121.5320507",https://lh5.googleusercontent.com/p/AF1QipPw70n9U8ZJNu73YB2ttBghxE3vl9Gb0mOx5hVt=w203-h100-k-no-pi-10-ya200-ro0-fo100,https://lh5.googleusercontent.com/p/AF1QipPhNiLGrL0sY4C0W9txPJuq599U2XbynpaCSr7f=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNkE2CYRetTiwpyo7NLJkqasLhxmhnWvbYj3rUH=w203-h135-k-no
秘氏咖啡,單品咖啡 · 手沖 · 環境舒適,4.6,"106, Taipei City, Da’an District, Lane 4, Pucheng St, 30號羅斯福路二段117巷底","https://www.google.com.tw/maps/place/Caf%C3%A9+Chamber/@25.0245336,121.5232592,17z/data=!3m1!4b1!4m5!3m4!1s0x3442a990022d7e65:0x6c54786da01217a2!8m2!3d25.0245342!4d121.5254682",https://lh5.googleusercontent.com/p/AF1QipMbWA1dSMMc27iZ3N6IhVdGC14EBP26rfRlxyfw=w203-h100-k-no-pi0-ya100-ro0-fo100,https://lh5.googleusercontent.com/p/AF1QipPSa2c6fHleRl7hlANTaMpi3RQsIhdpJNBBV-wG=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMbLmsoVjkRS0Vk0PKSUdPLeyZ91f0u6UXcvNTD=w203-h135-k-no
lechat路上撿到一隻貓,文青 · 有貓咪 · 有個性,4.5,"No. 20號, Yingzhuan Rd, Tamsui District, New Taipei City, 251","https://www.google.com.tw/maps/place/%E4%B8%80%E9%9A%BB%E8%B2%93%E5%92%96%E5%95%A1/@25.1698173,121.4433813,17z/data=!3m1!4b1!4m5!3m4!1s0x3442a5587534d51b:0xeaf0c36fdde9595d!8m2!3d25.1698125!4d121.44557",https://lh5.googleusercontent.com/p/AF1QipPg_8Y-4w9WWWIDdWBTmnM3tF9yqjnI4bfg5W4T=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipNDGVGXe3qmaIcyMSCWrLC8nUZFyOR3kHqin2mJ=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipNJdcPOySX1x6_-ShOwztZ7uGd3trTpXxj8NGi_=w203-h114-k-no
你好咖啡旅館,免費wifi · 單品咖啡 · 提供插座,4.8,"No. 4號, Alley 5, Lane 147, Section 3, Xinyi Rd, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/NIHAO+CAFE+HOTEL/@25.0338945,121.540059,17z/data=!3m2!4b1!5s0x3442abd48404577f:0x828e948151262edd!4m8!3m7!1s0x3442abd4869e38cd:0x6d4bc259297dce89!5m2!4m1!1i2!8m2!3d25.0338897!4d121.5422477",https://lh5.googleusercontent.com/p/AF1QipO-keDmU5LppFEnGbMWk8tJDcHCNRAUoeg1rPik=w203-h114-k-no,https://lh3.googleusercontent.com/gps-proxy/AGL7lfDRm5QaxDJQVF1yRuey5rbGmR9Dy3NxW20pjWbNj6gD2I54zvzVfkwC5W5JGDVHhljsD1WA0UjyCyQTGB05qms_Ya4ns8En-05cgoCP7fqBkyhDlPvTxWrVHYwvwU_zugJfSdj5ollNTK3Md1rjRxFnt8Xsge8VDFSoExdR-1emBU-sAdZp8WBsRA=w203-h135-k-no,https://lh5.googleusercontent.com/p/AF1QipOFKN51NLvAZyvdkwVB-mBT--uKX0X5VZJqYmtR=w203-h135-k-no
Sugar Man Cafe,免費wifi · 提供插座 · 不限時間,4.1,"No. 87-1, Section 1, Heping E Rd, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/Sugar+man+cafe/@25.0271748,121.5234743,17z/data=!3m1!4b1!4m5!3m4!1s0x3442a9852ca1bb09:0x45c6707d91e04e42!8m2!3d25.02717!4d121.525663",https://lh5.googleusercontent.com/p/AF1QipPmTJl-U2WMreaaaGyqvdsgIHh-bIWFMSjf3dJQ=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipPw4wLilht3PcBWO8H2PtP8GB_-80Ye48VudCgp=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipMUvc4DBTN5QSVcFtxve8RQuA7WaaTNMh4eiWDl=w203-h270-k-no
Kafemera 卡菲米朗精品咖啡館,單品咖啡 · 巷弄咖啡館 · 豆的品質好,4.5,"106, Taipei City, Da’an District, Lane 175, Section 1, Da'an Rd, 11號1F","https://www.google.com.tw/maps/place/Kafemera+%E5%8D%A1%E8%8F%B2%E7%B1%B3%E6%9C%97%E7%B2%BE%E5%93%81%E5%92%96%E5%95%A1%E9%A4%A8/@25.036596,121.5448154,17z/data=!3m1!4b1!4m5!3m4!1s0x3442abd192c5acbb:0x6725f719857f41b0!8m2!3d25.0365912!4d121.5470041",https://lh5.googleusercontent.com/p/AF1QipOSatyR57vvtU13ItCxpOnfwNgKdc6350mlWmZW=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipMG-LaTYCjj9OVFw11XKn2QAGuF6ro6u_qiwnnk=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipOWF-mfROCUu2WyhwkTcL2wRvyenJuS0KWZdsvF=w203-h270-k-no
挑豆院,免費wifi · 單品咖啡 · 提供插座,4,"No. 2-1, Lane 269, Section 3, Luosifu Rd, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/%E6%8C%91%E8%B1%86%E9%99%A2/@25.0189379,121.5285099,17z/data=!3m2!4b1!5s0x3442a98eafd20a6f:0xecf031dcdfc4b9b2!4m5!3m4!1s0x3442a98eafd8172b:0xe6047234d31331ef!8m2!3d25.0189331!4d121.5306986",https://lh5.googleusercontent.com/p/AF1QipP3RSXf_qwxiAQvR-gIAC8vzkoMnSadIPFpaytk=w203-h270-k-no,https://lh5.googleusercontent.com/p/AF1QipMS42-gED_22Ty9kA4qYD9-g9udwrWYLEh6SB8a=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipNwqqpfWBDG7sBi3DqyoLUM2Z5suD-Cl-_qn5t5=w203-h152-k-no
Rufous Coffee,免費wifi · 單品咖啡 · 提供插座,4.4,"No. 339號, Section 2, Fuxing S Rd, Da’an District, Taipei City, 106","https://www.google.com.tw/maps/place/RUFOUS+COFFEE/@25.0235003,121.5395349,17z/data=!3m1!5s0x3442aa2f27990ecf:0x7d071989101f612!4m10!1m2!2m1!1sRufous+Coffee!3m6!1s0x3442aa2edbd94d5b:0x65fa77a1ba9e8790!8m2!3d25.0235003!4d121.5436548!15sCg1SdWZvdXMgQ29mZmVlWg8iDXJ1Zm91cyBjb2ZmZWWSAQtjb2ZmZWVfc2hvcOABAA!16s%2Fg%2F1tftc047",https://lh5.googleusercontent.com/p/AF1QipPxLAS7dpbOaeQkpbFq3i8hjC-9-xzPFFvObVbV=w203-h114-k-no,https://lh5.googleusercontent.com/p/AF1QipPz1avjQ1x8ATjEmKaQ_2IxMlIsBaR0kmMGsABp=w203-h152-k-no,https://lh5.googleusercontent.com/p/AF1QipP8kiKxfMTBTEYg93iGnYMWHaOLcoAOdOR_AJOT=w203-h238-k-no
At Home Cafe,單品咖啡 · 手沖 · 自家烘焙,4.4,"106, Taipei City, Da’an District, Lane 30, Section 4, Xinyi Rd, 29號1樓","https://www.google.com.tw/maps/place/At+Home+Cafe+%E8%87%AA%E5%AE%B6%E7%84%99%E7%85%8E%E7%8F%88%E7%90%B2%E5%B0%88%E9%96%80%E5%BA%97/@25.032056,121.5425168,17z/data=!3m1!4b1!4m5!3m4!1s0x3442abd33c8c7255:0x85052927cfd0f8a2!8m2!3d25.0320512!4d121.5447055",https://lh5.googleusercontent.com/p/AF1QipM0lnsLdehCQSgmJ1lIjxx8gusk6-bT-tsPO_JI=w203-h203-k-no,https://lh5.googleusercontent.com/p/AF1QipMZ6-R2RLdF7Ey_ovopzLI7AYsMxQrZ2eCb1H8=w203-h262-k-no,https://lh5.googleusercontent.com/p/AF1QipNAHilhK-mkc1uL6sggPsuVBKotllCwqT9GsBSg=w203-h270-k-no
